content,score,thumbsUpCount,reviewCreatedVersion,appVersion,at,cleaned_content
penguna setia rosin tp apk nya dodol tenan 👎,1,0,,Unknown,2025-07-01 15:39:52,penguna setia rosin aplikasi dodol tenan
saya pelanggan setia Rosalia Indah pengalaman selama menggunakan Bus Rosin dan menjadi Member service excellent : 1. Bus bagus dan nyaman 2. Service makan juga enak 3. Setiap Ulang Tahun selalu mendapatkan discount tiket 4. Service excellent tgl 29 juni 2025 saya ketinggalan Hand Bag di Resto Rosin Subang dan pramugari langsung memberi tahu dan membantu untuk pengiriman barang tsb ke pool Saya terakhir turun di Bekasi barang aman tidak ada yang hilang. Terima Kasih Rosin Memang TOP BGT,5,1,2.13.0,2.13.0,2025-06-30 22:42:34,langgan setia rosalia indah alam bus rosin member service excellent bus bagus nyaman service makan ulang tahun discount tiket service excellent tgl juni tinggal hand bag resto rosin subang pramugari bantu kirim barang tsb pool turun bekas barang aman tidak hilang terima kasih rosin top banget
memudahkan melihat jadwal perjalanan ke semua tujuan,4,0,2.13.0,2.13.0,2025-06-30 22:31:05,mudah jadwal jalan tuju
Alhamdulillah bagus aplikasiny,5,0,2.13.0,2.13.0,2025-06-30 20:40:59,alhamdulillah bagus aplikasiny
"setelah update malah beberapa titik agen tidak tersedia seperti sokaraja dan purwokerto, sekalinya ada dari banyumas (depan rs. siaga medika) tujuan karawang, malah rute tidak tersedia.",1,27,2.13.0,2.13.0,2025-06-28 21:44:37,update titik agen tidak sedia sokaraja purwokerto sekali banyumas rs siaga medika tuju karawang rute tidak sedia
kenapa mau masuk aplikasi susah saat ini,1,0,,Unknown,2025-06-28 15:30:34,aplikasi susah
bagus,5,0,2.11.0,2.11.0,2025-06-28 03:45:17,bagus
luar biasa mantul,5,0,2.13.0,2.13.0,2025-06-27 14:06:09,mantul
good,5,0,2.8.7,2.8.7,2025-06-26 22:38:30,good
skip.. dibawa muter dah sampai cikarang balik lagi ke karawang 🫠,1,0,2.13.0,2.13.0,2025-06-26 16:27:00,skip bawa muter dah cikarang karawang
"tidak cocok untuk kaum pekerja yang ingin cepat sampai tujuan, karena terlalu banyak keluar tol untuk jemput & turunin penumpang. selisih waktu tempuhnya jauh sama PO Bus lain yg full toll transjawa tanpa ngecer penumpang.",3,0,,Unknown,2025-06-26 12:11:05,tidak cocok kaum kerja cepat tuju tol jemput turunin tumpang selisih waktu tempuh po bus full toll transjawa ngecer tumpang
pelayanan baik dan memberi kesan yang baik,5,0,2.9.0,2.9.0,2025-06-26 01:10:55,layan kesan
"sudah langganan naik RI dari th 2000..busnya nyaman pelayanan oke,apalagi semenjak ada aplikasi setiap tgl ulang tahun selalu ada promo potongan 50%..minusnya disini kenapa waktu penjemputan penumpang mesti selalu molor sejam an lebih?!",5,9,2.13.0,2.13.0,2025-06-26 00:41:25,langgan ri th bus nyaman layan okeapalagi semenjak aplikasi tgl ulang tahun promo potong minus waktu jemput tumpang mesti molor jam an
gass top,5,0,2.11.0,2.11.0,2025-06-24 14:12:36,gass top
Kenapa versi update terbaru menyebabkan fitur pencarian rute susah di klik?..versi sebelumnya sekali klik langsung muncul daftar agen asal atau tujuan,4,1,,Unknown,2025-06-24 12:31:55,versi update baru sebab fitur cari rute susah klikversi klik muncul daftar agen tuju
"saya yang sudah 15 tahun setia naik bus ini sebulan bisa 2 kali saja sangat kecewa dengan pelayanan sekarang,bukanya semakin baik malah merosot tajam,awal dari leci hingga besar,sepertinya bakal kecil lagi bahkan hilang karena kelakuan kru nya...",1,4,2.13.0,2.13.0,2025-06-23 17:50:35,tahun setia bus bulan kecewa layan sekarangbukanya merosot tajamawal leci besarsepertinya hilang laku kru
delay lebih dari 4jam sekelas Rosalia indah bikin kecewa,1,0,2.13.0,2.13.0,2025-06-21 18:52:55,delay jam kelas rosalia indah bikin kecewa
Ini aplikasi rosin apa aplikasi pemerintah sih kok gak guna gini aneh gak berfungsi niat gak sih rosin,1,0,,Unknown,2025-06-20 20:33:57,aplikasi rosin aplikasi perintah sih tidak gin aneh tidak fungsi niat tidak sih rosin
ok,5,0,2.11.0,2.11.0,2025-06-19 10:15:41,ok
"Senang perjalanan dengan ROSALIA INDAH aman &nyaman dengan layanan yang ramah saya sangat puas , semoga Rosalia indah tetap jaya 👍",5,0,2.9.0,2.9.0,2025-06-18 19:06:30,senang jalan rosalia indah aman nyaman layan ramah puas moga rosalia indah jaya
Nyaman Bis nya,5,0,,Unknown,2025-06-18 13:31:48,nyaman bis
Alhamdulillah lebih baik lagi,4,2,2.13.0,2.13.0,2025-06-18 11:51:53,alhamdulillah
pelayanan cukum baik,5,0,2.13.0,2.13.0,2025-06-18 10:05:51,layan cukum
Aplikasi nya eror ya masa tujuan ciputat baru jember ga ada tapi pas dateng ke agen ada,1,0,,Unknown,2025-06-18 09:10:55,aplikasi eror tuju ciputat jember tidak dateng agen
sqngat buruk,1,0,2.13.0,2.13.0,2025-06-17 22:21:21,sqngat buruk
simple cepat & mudah,5,0,2.11.0,2.11.0,2025-06-17 15:00:17,simple cepat mudah
good,5,0,2.11.0,2.11.0,2025-06-16 22:10:01,good
"setelah update banyak bug, tolong diperbaiki",1,2,2.13.0,2.13.0,2025-06-16 20:03:05,update bug tolong baik
sangat bermanfaat,5,0,2.11.0,2.11.0,2025-06-16 18:10:10,manfaat
bagus👍,5,0,2.11.0,2.11.0,2025-06-16 12:33:53,bagus
Recommended,5,0,,Unknown,2025-06-15 21:04:40,recommended
"Harusnya bisa pemesanan online di aplikasi secara transit seperti pesawat terbang. Misal rute Blitar-Cileungsi yg langsung kan tidak ada, adanya rute Ponorogo-Cileungsi. Harusnya ada pilihan transit di Solo. Jadi rutenya Blitar-Solo, transit/oper bus Solo-Cileungsi (oper ke bus yg dari ponorogo)",4,0,,Unknown,2025-06-14 03:53:13,mesan online aplikasi transit pesawat terbang rute blitarcileungsi tidak rute ponorogocileungsi pilih transit solo rute blitarsolo transitoper bus solocileungsi oper bus ponorogo
Kenapa sekarang pembayaran melalui QRIS tidak ada ya?,4,0,2.11.0,2.11.0,2025-06-13 05:06:54,bayar qris tidak
"bus nya sering mogok terus, tidak ada perbaikan sama sekali",1,1,2.11.0,2.11.0,2025-06-12 20:08:52,bus mogok tidak baik
"Saya pengguna baru. Saat mau daftr ada keterangan email tidak valid, saya coba pakai 2 sampai 3 email lain tetap tidak valid. Mohon bagi rosalia untuk perhatikan penggunaan apps. Nama baik rosalia tidak di bangun dalam waktu satu malam. Banyak komen dan rating jelek tidak di tanggapi",2,8,2.11.0,2.11.0,2025-06-12 17:06:06,guna daftr terang email tidak valid coba pakai email tidak valid rosalia perhati guna apps nama rosalia tidak bangun waktu malam komen rating jelek tidak tanggap
the best,5,0,2.9.0,2.9.0,2025-06-12 13:31:45,the best
layanan ok,5,0,2.9.0,2.9.0,2025-06-11 15:49:28,layan ok
"Sudah bagus, cuma mau kasih saran tolong di dalam my trip nya sesudah chek in dikasih gps armadanya biar bisa di cek sudah sampai dimana armadanya, jadi bisa dipantau dari aplikasinya juga. terima kasih",5,31,2.11.0,2.11.0,2025-06-11 09:31:00,bagus kasih saran tolong my trip chek in kasih gps armada biar cek mana armada pantau aplikasi terima kasih
"Fitur cek posisi armada masih belum bisa realtime, supaya mempermudah pelanggan mengetahui posisi armada agar penumpang tidak berjubel terutama di agen dengan ruang tunggu terbatas",4,3,2.11.0,2.11.0,2025-06-09 15:51:43,fitur cek posisi armada realtime mudah langgan posisi armada tumpang tidak jubel agen ruang tunggu batas
"Percuma instal nih, aplikasi ini, cek harga tiket tidak muncul mau tujuannya kmn saja tdk ada hrg tiket nya, mau tanya, aplikasi ini dibikin dibuat apa ya 😏????",2,7,2.11.0,2.11.0,2025-06-09 07:59:21,instal nih aplikasi cek harga tiket tidak muncul tuju kmn tidak hrg tiket aplikasi bikin
saya mau beli kokegabisa knp ya kak,2,0,2.11.0,2.11.0,2025-06-08 18:19:09,beli kokegabisa knp kak
"Tidak bisa pilih tempat berangkat dan tempat tujuan, loading terus. Padahal pake wi-fi 150 kbps.",1,3,2.11.0,2.11.0,2025-06-08 15:09:30,tidak pilih berangkat tuju loading pake wifi kbps
top,5,0,2.9.0,2.9.0,2025-06-07 15:33:33,top
Memudahkan jika ingin pesenan tiket online kapan saja😍,5,0,,Unknown,2025-06-07 07:47:26,mudah sen tiket online
mempermudah pemesanan tiket,5,0,2.9.0,2.9.0,2025-06-06 09:28:35,mudah mesan tiket
selalu belum tersedia klu mau pesan tiket,1,3,2.11.0,2.11.0,2025-06-05 10:05:07,sedia klu pesan tiket
sangat membantu untuk pencarian tiket bus,5,0,2.9.0,2.9.0,2025-06-03 20:13:45,bantu cari tiket bus
bagus,5,0,,Unknown,2025-06-03 19:42:17,bagus
daftar akun aja soulit nya....,1,1,2.11.0,2.11.0,2025-06-03 15:32:35,daftar akun soulit
"Alhamdulillah Bus nya Nyaman, tepat waktu. yg paling ku suka tempat istirahat nya di Subang maupun di Pemalang bagus, bersih. Keren Poool Rosalia",5,3,2.11.0,2.11.0,2025-06-02 02:08:09,alhamdulillah bus nyaman waktu ku suka istirahat subang malang bagus bersih keren poool rosalia
Good,5,0,2.11.0,2.11.0,2025-06-01 21:25:48,good
MEMUDAHKAN SAYA DALAM PEMBELIAN TIKET TANPA BERPANAS2AN MENGANTRI UNTJK MNDAPATKAN TIKET❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,5,0,2.11.0,2.11.0,2025-06-01 17:26:17,mudah beli tiket panas antri untjk mndapatkan tiket
kecewa karna di oper bus dan tempat duduk gak sesuai dengan tiket yg saya pesan,1,0,2.11.0,2.11.0,2025-05-30 11:28:44,kecewa karna oper bus duduk tidak sesuai tiket pesan
cs nya lama respon. skalinya respon ngasih solusi agak ngasal kaya ga training.,1,2,2.11.0,2.11.0,2025-05-29 12:07:11,cs respon skalinya respon ngasih solusi ngasal kaya tidak training
"udh bagus, cuma pas tracking armada sampe mana gk gerak, padahal armadanya udh jalan. semoga bisa tracking live armadanya sampe mana",5,0,,Unknown,2025-05-28 13:40:54,bagus tracking armada sampe tidak gerak armada jalan moga tracking live armada sampe
ini gmna app nya? mau ngeklik pilih rute aja ga bisa bisa. perbaiki lagi app nya. sediakan nomer wa untuk tiap agen supaya lebih gampang pemesanannya,1,4,,Unknown,2025-05-28 10:40:24,gmna aplikasi ngeklik pilih rute tidak baik aplikasi sedia nomer wa agen gampang mesan
ok nga pake ribet,5,0,2.7.2,2.7.2,2025-05-27 20:58:15,ok nga pake ribet
APLIKASINYA SANGAT BURUK,1,2,2.11.0,2.11.0,2025-05-27 05:31:09,aplikasi buruk
poin RI plus tidak bisa digunakan stok habis selalu. poin sampai hangus.,1,1,2.11.0,2.11.0,2025-05-26 00:05:07,poin ri plus tidak stok habis poin hangus
aplikasi gak jelas. mau login aja susah bener,1,1,2.11.0,2.11.0,2025-05-25 13:44:28,aplikasi tidak login susah bener
Aplikasi tidak bisa digunakan.,1,1,2.11.0,2.11.0,2025-05-24 17:59:47,aplikasi tidak
"bagus,ramah",5,0,,Unknown,2025-05-23 10:12:08,bagusramah
nyaman,5,0,2.10.0,2.10.0,2025-05-23 09:53:50,nyaman
aplikasi sangat membantu 👍,5,0,2.11.0,2.11.0,2025-05-23 04:37:42,aplikasi bantu
pokoknya menyenangkan,5,0,2.10.0,2.10.0,2025-05-21 22:47:54,pokok senang
log in g bisa pesen tiket jg g bisa😅,4,1,2.9.0,2.9.0,2025-05-21 12:31:00,log in sen tiket
Sangat membantu apk rosin Untuk pemesanan tiket,5,0,2.9.0,2.9.0,2025-05-20 05:18:31,bantu aplikasi rosin mesan tiket
armadanya bagus,5,0,2.9.0,2.9.0,2025-05-18 17:53:19,armada bagus
jos,5,0,2.11.0,2.11.0,2025-05-18 13:27:26,jos
sangat membantu,5,0,,Unknown,2025-05-18 06:31:44,bantu
naik bis jd lebih mudwh,4,0,2.10.0,2.10.0,2025-05-17 11:52:41,bis mudwh
baguss dan rama,5,0,2.10.0,2.10.0,2025-05-16 20:41:15,baguss rama
"Beli tiket mudah,aman, pelayanan baik, makasih rosalia",5,0,2.11.0,2.11.0,2025-05-16 16:14:23,beli tiket mudahaman layan makasih rosalia
best,5,0,2.10.0,2.10.0,2025-05-16 08:48:25,best
terbaik dari po yg lain,5,0,2.9.0,2.9.0,2025-05-15 20:16:41,baik po
"kenyamanan,keselamatan,harga tiket mantap,pertahankan dan tingkatkan",5,0,2.9.0,2.9.0,2025-05-15 17:45:26,kenyamanankeselamatanharga tiket mantappertahankan tingkat
aplikasi sering update terus,3,0,2.10.0,2.10.0,2025-05-15 05:07:01,aplikasi update
Kenapa tambah dak bisa di pakek,5,0,2.11.0,2.11.0,2025-05-14 21:46:13,dak pakek
Saya kecewa sama rute Madiun Merak yg keberangkatan jam 11 siang dari Madiun. Bukan kecewa sama crew bus atau armadanya. Tapi sama penjemputan penumpang dimulai dari Madiun nyeser keluar tol sampe Pekalongan. Baru kali ini sy naik Rosin nyeser sampe sejauh ini. kapok gak mau lagi. Yg harusnya jam 8 sudah sampe Cirebon nah jam 8 baru selesai service makan di Pemalang. Tau gitu mending sy ambil yg berangkat jam 3 dari Madiun. mau sampai Merak jam brp ini. Baru kali ini sy kecewa berat.,1,39,2.11.0,2.11.0,2025-05-14 20:13:07,kecewa rute madiun merak berangkat jam siang madiun bukan kecewa crew bus armada jemput tumpang madiun nyeser tol sampe kalong sy rosin nyeser sampe kapok tidak jam sampe cirebon jam selesai service makan malang tau gitu mending sy ambil berangkat jam madiun merak jam brp sy kecewa berat
on time dan pelayanan nya bagus,5,0,2.11.0,2.11.0,2025-05-14 19:54:53,on time layan bagus
sangat menyenangkan...nyaman...krunya ramah,5,0,,Unknown,2025-05-14 14:23:57,menyenangkannyamankrunya ramah
"Nyaman,TOP",5,0,2.10.0,2.10.0,2025-05-13 09:37:13,nyamantop
ga bisa login pdhl udh pernah bikin akun... tolong dong perbaiki lagi🙏🙏,3,0,,Unknown,2025-05-12 11:33:53,tidak login pdhl bikin akun tolong baik
"(+) : memudahkan pemesanan tiket (-) : aplikasi lemmmoottt poll,,login akun selalu gagal krn sama sekali tidak ada sms/email verifikasi yg masuk,contact center no solusi. parah 👎 ---- sudah normal kembali aplikasinya,login langsung masuk verifikasi emailnya,,semoga selalu ada perbaikan dalam layanan aplikasi ini.",5,41,2.10.0,2.10.0,2025-05-12 09:38:48,mudah mesan tiket aplikasi lemmmoottt polllogin akun gagal tidak smsemail verifikasi masukcontact center no solusi parah normal aplikasinyalogin verifikasi emailnyasemoga baik layan aplikasi
"akun abal abal, masa mau login g bisa2 dari sebelum lebaran , masih belum di perbaiki , parah ni IT nya",1,5,2.10.0,2.10.0,2025-05-12 05:36:30,akun abal abal login lebaran baik parah ni it
payahhhh mogok tengah jalan lama penanganannya nunggu sampe 4 jam kagak di tangani 😵‍💫,1,0,,Unknown,2025-05-10 23:21:39,payahhhh mogok tengah jalan tangan nunggu sampe jam kagak tangan
"aplikasi toIoI, mesan agada yg muncul apa apa, buat aplikasi yg bener donk",1,0,,Unknown,2025-05-10 13:02:48,aplikasi toioi mesan agada muncul aplikasi bener donk
ok,5,0,2.9.0,2.9.0,2025-05-09 12:39:38,ok
"Selama pakai rosalia indah, alhamdulilah nyaman dan seru. untuk restonya sekarang sepertinya kurang terurus, mohon ditingkatkan lagi ya bosku. Rosin tetap terbaik",5,6,2.10.0,2.10.0,2025-05-09 11:37:07,pakai rosalia indah alhamdulilah nyaman seru restonya urus tingkat bos rosin baik
Aplikasi yg sangat membantu 👍👍,5,0,,Unknown,2025-05-09 07:21:24,aplikasi bantu
"pelayanan buruk, bus mogok mogok, penumpang di turunkan sembarangan, bahkan di exit tol. kecewa banget.",1,0,2.10.0,2.10.0,2025-05-08 14:35:09,layan buruk bus mogok mogok tumpang turun sembarang exit tol kecewa banget
tidak bisa login,1,0,2.10.0,2.10.0,2025-05-08 11:01:48,tidak login
"rosalia emang ok,",5,0,2.9.0,2.9.0,2025-05-08 09:52:09,rosalia emang ok
sangat memuaskan pelayanan bagus,5,0,2.9.0,2.9.0,2025-05-08 07:06:23,muas layan bagus
masih belum bisa login,2,0,2.10.0,2.10.0,2025-05-07 23:54:55,login
"service oke, tiketing oke, armada oke, pramugara ramah. puasss bgt dgn pelayanan rosalia indah. pertahankan 👍👍",5,0,2.9.0,2.9.0,2025-05-07 20:33:48,service oke tiketing oke armada oke pramugara ramah puasss banget layan rosalia indah tahan
tingkatkan kualitas pelayanan,4,0,2.10.0,2.10.0,2025-05-07 11:53:15,tingkat kualitas layan
"kernet nya arogan pindah langganan, harapan kaya atau gunung harta",1,0,2.8.3,2.8.3,2025-05-07 02:26:54,kernet arogan pindah langgan harap kaya gunung harta
"selamat siang,kepada YTH.PO. ROSALIA INDAH kenapa aplikasi pemesanan tiket setelah di update tidak dapat di gunakan?saya berharap dari pihak Manajemen PO. ROSALIA INDAH segera memperbaiki sistem aplikasinya terima kasih banyak🙏",1,9,2.10.0,2.10.0,2025-05-06 13:29:04,selamat siangkepada ythpo rosalia indah aplikasi mesan tiket update tidak gunakansaya harap manajemen po rosalia indah baik sistem aplikasi terima kasih
singkat saja bug update min ku.,1,0,2.10.0,2.10.0,2025-05-06 13:13:00,singkat bug update admin ku
angong apk nya baru didownload disuruh update padahal gaada update apa2 gaje.,2,1,2.10.0,2.10.0,2025-05-06 12:51:11,angong aplikasi didownload suruh update gaada update gaje
"menu cek posisi armada sering tidak bisa dilihat update nya, dan CS di whatsapp lama sekali merespons pertanyaan",2,0,2.9.0,2.9.0,2025-05-04 19:17:20,menu cek posisi armada tidak update cs whatsapp respons
"pelayanan kurang respon, kurang memuaskan, untuk armada pwt-jbr dikasih armada baru dong, jangan dikasih armada bekas Sumatera yg udah kyk bus bobrok cuman dipoles biar kinclong wkwk🤣",1,0,,Unknown,2025-05-03 15:00:15,layan respon muas armada pwtjbr kasih armada jangan kasih armada bekas sumatera udah bus bobrok cuman poles biar kinclong wkwk
sangat nyaman.dan memuaskan dalam pelayanan,5,0,2.9.0,2.9.0,2025-05-02 18:11:37,nyamandan muas layan
kereen,5,0,2.9.0,2.9.0,2025-04-29 19:00:35,kereen
jelek,1,0,,Unknown,2025-04-28 17:59:13,jelek
"tgl 27 April 2025, pengalaman sy menggunakan jasa bus executive plus dri Rosalia Indah jur. Kotabumi -Mantingan hrg tiket 575rb, sungguh sangat mengecewakan, tiket mahal tapi gak sesuai dg yg didapat, blm apa2 bus udh mogok di tol kota baru, setelah menunggu lama diservice oleh mekanik dri way Halim tapi gak bisa juga, akhirnya ganti armada yg gak nyaman juga, toiletnya jorok dan gak ada airnya, sampai di Salatiga skitar jam 7 pagi sarapan disana dan menunya gak enak, lauk ayamnya sdh mau basi",1,0,2.9.0,2.9.0,2025-04-28 14:39:42,tgl april alam sy jasa bus executive plus dri rosalia indah jur kotabumi mantingan hrg tiket rb sungguh kecewa tiket mahal tidak sesuai dg blm bus mogok tol kota tunggu diservice mekanik dri way halim tidak ganti armada tidak nyaman toilet jorok tidak air salatiga skitar jam pagi sarap sana menu tidak lauk ayam sdh basi
mantap,5,0,,Unknown,2025-04-26 18:28:35,mantap
GAK DI WEBSITENYA & GAK DI APLIKASINYA MAU DAFTAR AJA KODE VERIFIKASINYA GAK MAU MUNCUL DI SMS & DI EMAIL GIMANA MAU BISA DAFTAR & LOG IN SEDANGKAN KODENYA GAK MUNCUL PAYAH,1,0,2.9.0,2.9.0,2025-04-26 15:36:47,tidak websitenya tidak aplikasi daftar kode verifikasi tidak muncul sms email gimana daftar log in kode tidak muncul payah
cukup sekali nyoba expedisi rosalia.....kesimpulannya GA AKAN PERNAH LG PKE EXPEDISI INI...MENDING PKE JNT YG JELAS UDAH BERPENGALAMAN,1,0,2.9.0,2.9.0,2025-04-26 08:52:40,nyoba expedisi rosaliakesimpulannya tidak pke expedisi inimending pke jnt udah alam
"gak bisa msuk ke akun saya padahal mau login, saat pemesanan juga gak bisa ngeliat list agen... tolong perbaiki dong",1,0,,Unknown,2025-04-25 21:40:09,tidak msuk akun login mesan tidak ngeliat list agen tolong baik
bangga dan berterima kasih banget,5,0,2.9.0,2.9.0,2025-04-25 20:14:05,bangga terima kasih banget
"saya rsakan layanan prima dari Rosalia Indah, terimaksih",5,0,2.9.0,2.9.0,2025-04-25 14:29:00,rsakan layan prima rosalia indah terimaksih
aplikasi tidak responsif...,5,0,2.9.0,2.9.0,2025-04-24 13:27:16,aplikasi tidak responsif
"saya aplikasi ini bisa di gunakan,saya coba buat nyari tilet ternyata ga bisa ,saya sudah ganti² tgl dan kuga kelas nya masih ga bisa ,cuma ada keterangan ups tiket belum tersedia.",1,3,2.9.0,2.9.0,2025-04-22 15:24:37,aplikasi gunakansaya coba nyari tilet tidak ganti tgl kuga kelas tidak terang ups tiket sedia
gabisa dibuat login,1,0,2.9.0,2.9.0,2025-04-20 15:36:41,gabisa login
"saya pelanggan rosin. tapi apklikasi kurang bagus, dan kalo beli tiket di agen atau kantor pelayanan kurang ramah dimana2. kalo crew bus nya semua ramah dan baik2",1,0,2.9.0,2.9.0,2025-04-20 15:12:25,langgan rosin apklikasi bagus beli tiket agen kantor layan ramah mana crew bus ramah
